,title,company,salary,location,company_rating,description
275,Data Scientist,eHealth,,"Santa Clara, CA+1 location",3.4,"Get your career started at eHealth
eHealthInsurance has many exciting career opportunities in a number of locations, across various functions. Come join us today!
At eHealth, we are passionate about solving our nation's toughest problems to bring more suitable, accessible, and affordable health insurance to Americans. We are seeking an exceptional data scientist to join our growing team, which is developing cutting-edge machine learning products and solutions to drive better and faster decision making within our company and to better serve our customers. This is a fast-paced, collaborative, and iterative environment requiring quick learning, agility, and flexibility.
How you will make an impact:
Develop innovative ML/AI solutions for challenging business problems that are fundamental for eHealth.
Conduct open-ended data exploration to evaluate and solve complex problems.
Participate in all aspects of the project lifecycle from requirements gathering, data acquisition and preparation, hypothesis generation, ideation, coding, testing, and deployment of data science product.
Work with business partners to identify opportunities for innovation.
Work closely with engineers and product managers to productionize ML solutions.
Basic Qualifications:
BS/MS/PhD in Computer Science, Statistics, or a related quantitative field.
Proficiency in Python, and scripting languages (Unix shell), and solid experience with git.
Experience with ML frameworks, such as Scikit-learn, Spark ML, Tensorflow, Pytorch, etc.
Proficiency in SQL, experience with distributed systems (Snowflake, Spark), and NoSQL systems (MongoDB).
Nice to Have:
Ability to work with ambiguous problem definitions.
Experience with AWS ecosystem.
Experience with Databricks (Spark) is a big plus.
Experience with machine learning at scale is a big plus.
Experience with experimental design and multivariate experiments is a big plus.
Experience with text data and NLP (NLU & NLG).
Experience with Deep Learning.
Excellent communication skills in written and verbal forms, and an ability to communicate complex issues to a range of audience (management, peers, clients).
eHealth is an Equal Employment Opportunity employer. It is our policy to provide equal opportunity to all employees and applicants and to prohibit any discrimination because of race, color, religion, sex, national origin, age, marital status, sexual orientation, genetic information, disability, protected veteran status, or any other consideration made unlawful by applicable federal, state or local laws. The foundation of these policies is our commitment to treat everyone fairly and equally and to have a bias-free work environment.
If you are interested in applying for employment with eHealth and need special assistance or an accommodation to apply for a posted position contact us at: accommodations@ehealthinsurance.com ."
276,HPC Systems Scientist for Data Sciences,Oak Ridge National Laboratory,,"Oak Ridge, TN 37831+2 locations",4.3,"Requisition Id 6330
Overview
The Technology Integration Group at Oak Ridge National Laboratory is seeking a highly motivated scientist to investigate HPC system architectures to support data sciences (analytics, ML techniques) at exascale. The successful candidate should have an understanding of:
HPC system architectures, and
Data Sciences.
This position is part of the
Advanced Technologies Section
within the
National Center for Computational Sciences (NCCS) Division.
The Advanced Technologies Section
offers scientific, technical, operational, and thought leadership by developing, hardening, and deploying solutions for compute and data intensive computing environments.
The NCCS provides state-of-the-art computational and data science infrastructure, coupled with dedicated technical and scientific professionals, to accelerate scientific discovery and engineering advances across a broad range of disciplines. NCCS hosts the Oak Ridge Leadership Computing Facility, one of DOE’s National User Facilities. NCCS will deploy an exascale system in 2021 capable of modeling/simulation and AI/ML.
Major Duties and Responsibilities
Collaborate with internal and external researchers on a wide variety of HPC systems architecture research at scale.
Collaborate with internal and external researchers on a wide variety of ML research at scale.
Integrate, and deploy research in ML workflows and algorithms on high performance computing systems.
Research and develop new capabilities that enhance ORNL’s leading data infrastructures.
Collaborate in authoring peer reviewed papers, technical papers, reports and proposals.
Seek membership in professional, academic, and research organizations. Serve on conference program committees.
Basic Qualifications
B.S. degree and 5+ years of experience, or M.S. degree and 3+ years of experience or Ph.D. and 0-2+ years of relevant research experience. Degree concentration should be in computer science, computer engineering, computational science, or a related field.
Demonstrated previous HPC systems architecture experience.
Preferred Qualifications
Ph.D. in computer science, computer engineering, computational science, or a related field and 2+ years of experience or equivalent.
Demonstrated previous data sciences experience (analytics or ML techniques).
Ability to think critically, demonstrated good problem-solving skills.
Excellent interpersonal skills, oral and written communication skills, and strong personal motivation.
ORNL Ethics and Conduct
As a member of the ORNL scientific community, you will be expected to commit to ORNL's Research Code of Conduct. Our full code of conduct, and a statement by the Lab Director's office can be found here: https://www.ornl.gov/content/research-integrity
Benefits at ORNL
UT Battelle offers an exceptional benefits package to include matching 401K, Pension Plan, Paid Vacation and Medical / Dental plan. Onsite amenities include Credit Union, Medical Clinic and free Fitness facilities.
Relocation
UT Battelle offers a wide range of relocation benefits for individuals and families to make it easier to come and work here. If you are invited to interview, please ask your Recruiter about relocating with ORNL.
This position will remain open for a minimum of 5 days after which it will close when a qualified candidate is identified and/or hired.
We accept Word (.doc, .docx), Adobe (unsecured .pdf), Rich Text Format (.rtf), and HTML (.htm, .html) up to 5MB in size. Resumes from third party vendors will not be accepted; these resumes will be deleted and the candidates submitted will not be considered for employment.
If you have trouble applying for a position, please email ORNLRecruiting@ornl.gov.
ORNL is an equal opportunity employer. All qualified applicants, including individuals with disabilities and protected veterans, are encouraged to apply. UT-Battelle is an E-Verify employer."
277,Principal Data Scientist,Verizon,"$108,000 - $200,000 a year",Remote in Colorado+18 locations,3.9,"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
As a Principal Data Scientist, you’ll use deep technical expertise in data science, forecasting and optimization methods and experience with implementation of AI in commercial applications. You will focus on developing and delivering machine learning and time series models and optimization solutions that drive business forecast, workforce optimization, operation efficiency and business innovation.
You’ll work closely with the business partners and the entire data scientist community at Verizon in proactively designing and developing AI capabilities. These AI capabilities will include predictive, prescriptive and adaptive applications for all predictions and inferences at Verizon. Models will typically get implemented on premise, in cloud and/or on the edge and in both real-time and batch mode depending upon the business applications.
At Verizon, we are on a multi-year journey to industrialize our data science and AI capabilities. Very simply, this means that AI will fuel all decisions and business processes across the company. At hundred and thirty billion dollars plus in annual revenue, this is a pioneering opportunity to design and shape AI at scale in the Telco industry. With our leadership in bringing 5G network nationwide, the opportunity for AI will only grow exponentially in going from enabling billions of predictions to possibly trillions of predictions that are automated and real-time. Therefore, it will be critical that you possess previous experience in the development and implementation of data science models and forecasting and optimization solutions.
Partner with key business stakeholders to develop AI strategy and roadmap and develop and execute plans to deliver business results.
Develop the next generation of AI that drives innovation, accurate business forecasting, lower operating expenses and increased efficiency, and business growth.
Independently design, develop, and deliver AI solutions from E2E.
Operate as an expert within Verizon and serve as trusted advisor to our business partners.
Stay informed on the latest advancements in AI and technology space, finding ways to deliver value by applying and customizing these to our specific problem space.
Help establish best practices and governance routines to ensure adherence to model management policies, peer reviews, and compliance to our policy standards for privacy, ethics, and bias.
Bring relevant data science techniques, algorithms, and tools to your team and develop tools for accelerating AI Industrialization.
Mentor and coach junior data scientists in their career development and technical knowledge and skills.
Help attract, recruit and retain top data science and AI talent and build a diverse team with an inclusive culture.
What we’re looking for...
You are a master at analyzing big data. You thrive in an environment where enormous volumes of data are generated at rapid speed. You’re a creative problem solver who loves to explore, and uncover the issues. You are decisive. You are phenomenal at influencing up, down, and across groups, and you take satisfaction in mentoring others. Communicating what you’ve uncovered in a way that can be easily understood by others is one of your strengths.
You’ll need to have:
In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.
A Bachelor’s degree or four or more years of work experience.
Six or more years of relevant work experience.
Coding experience with demonstrated expertise in Python, java, R, etc.
Expert level knowledge of AI/ML models, time series analysis, and optimization techniques.
Experience developing models and algorithms independently, writing your own code, developing strategy for algorithmic experimentation, and deploying in production.
Experience with both batch and streaming models in production.
Experience with Hadoop, AWS, GCP, or other distributed compute services.
Knowledge of data structures, data modeling and software architecture.
Willingness to travel.
Even better if you have one or more of the following:
Advanced degree in Computer Science, Data Science, Mathematics, Operation Research or similar field.
Ability to explain both the code and the underlying math used in algorithms/models.
Communication skills, critical thinking, and strategic thinking skills above and beyond the technical knowledge and commercial application experience.
Cross-functional collaboration skills.
Outstanding analytical and problem solving skills.
Compensation
Our benefits are designed to help you move forward in your career, and in areas of your life outside of Verizon. From health and wellness benefits, short term incentives, 401 (k) Savings Plan, stock incentive programs, paid time off, parental leave, adoption assistance and tuition assistance, plus other incentives,we've got you covered with our award-winning total rewards package. For part-timers, your coverage will vary as you may be eligible for some of these benefits depending on your individual circumstances.
If you are hired into a Colorado work location, the compensation range for this position is between
$108,000 and $200,000
based on a full-time schedule. The salary will vary depending on your location and confirmed job-related skills and experience. This is an
incentive
based position with the potential to earn more. For part-time roles, your compensation will be adjusted to reflect your hours.
Equal Employment Opportunity
We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our
diversity and inclusion
page to learn more.
COVID-19 Vaccination Requirement
Verizon requires new hires to be fully vaccinated against COVID-19. Verizon provides reasonable accommodations consistent with legal requirements (e.g., for medical or religious reasons)."
278,Data Scientist,Invesco,,"Atlanta, GA 30309 (Midtown area)",3.9,"Invesco is one of the world’s leading global investment managers, entrusted with managing $1.5 trillion* in assets on behalf of clients worldwide. We are the 6th largest US retail asset manager and the 13th largest investment manager globally, and our more than 8,000 employees worldwide are dedicated to delivering an investment experience that helps people get more out of life. We are purely focused on managing a comprehensive range of active, passive and alternative investment capabilities, which we draw on to provide customized solutions aligned to client needs, our most important benchmark. (*As of October 31, 2021)
Job Purpose (Job Summary)
:
As a Data Scientist, you will shape and deliver on a data roadmap that expands our capabilities to use data to inform insights and improve our data science and analytics consumer experiences. You will collaborate with domain data offices and analytics groups , business functions, privacy, security, engineers, architects and other data managers to ensure delivery of data ingestion, quality, aggregation, access, visualization and analytics capabilities to deliver business results. This role requires excellent organizational and communication skills, ability to stitch together strategic goals to executional details, translate technical data science capabilities to business outcomes, and manage stakeholders in a global matrix organization. The Data Scientist will execute on the development of tools, methods and processes to utilize data and data science to enable effective and timely business decisions across the organization. The data science and engineering team is responsible for establishing and maintaining enterprise data science and analytic standards, including a uniform and repeatable science development lifecycle methodology and a common set of standards for advanced analytics and engineering.
Key Responsibilities / Duties
:
The Data Scientist will be a collaborative leader who can effectively communicate and liaise with Domain Data Offices and other stakeholders to execute the Enterprise Data Office’s strategy.
They will need to demonstrate the ability to execute and support projects that produce results.
Develop and foster peer, cross-functional relationships, and community of practice to maximize data science and engineering value across the global firm.
Bring data science and engineering products from conception to launch, define requirements, create a roadmap and work with developers to build and launch.
Interpret and present data science concepts, principles and best practices in formats that are easy to understand.
Drive adoption of Innovations in Data across the enterprise, to support and enable business insights, analytics and compute pipelines, engineering and consumption methods.
Manage data science solutions through their lifecycle from business opportunity, build, deploy and business change management particularly clear communication to align stakeholders throughout data science lifecycle.
Solve complex business problems; communicate complex analytic solutions through storytelling.
Tell data stories to stakeholders by drawing insights from data analysis, bringing insights together to formulate the story and making recommendations for actions.
Partner with business to identify and understand new ways to use data to support insights and activate in consumer experience.
Work with cross functional teams to analyze and document requirements to deliver data projects on schedule and within agreed scope to deliver business results.
Write use cases and requirements, align data to business rules and requirements, lead functional and technical design discussions and work with delivery and engineering teams to deliver the product.
Create measurements to guide decision-making about the future of data science and engineering.
Understand consumer behaviors through data, provide performance analysis, and develop tools and services such as modeling, data science development, decision aids, and business case analysis to support programs and recommend advanced analytic services.
Assisting functional teams with documentation of current state and development of future state, using tools like process mapping, statistical analysis, etc.
Develop trusted partnerships with operations, business, and data systems leadership and their teams.
Effectively communicate complex data concepts and strategy to business and data systems partners, and quickly meld into organizational dynamics and geographic cultures.
Engage with critical business partners and initiatives to identify and prioritize information delivery needs that drive value.
Work Experience / Knowledge
:
Proven experience explaining complex technical concepts in a clear, concise and credible manner to business people and technical experts so they can be debated for best solutions.
Demonstrated ability to synthesize information to develop recommendations, and ability to persuade / influence organizational pursuit of recommended path.
Strong prioritization and leadership skills, including timely and proactive communications of timelines, status, issue escalation.
You have the ability to simplify strategy into achievable actions with extreme attention to detail and ability to self-audit work.
Demonstrates intimate knowledge of, and/or proven record of success in, roles as a Data Scientist or Data Science Engineer working on Business data science, engineering and analytics development projects, preferably for a global team.
Having technical specialization regarding data models, database design development, data mining and segmentation techniques to include expertise with data science and engineering tools.
Working knowledge within the areas of diagnostic, predictive and prescriptive data analytics, possessing reporting and data science skills.
Working knowledge of statistics and experience using statistical packages for analyzing datasets.
Collecting data through means such as analyzing business results understanding and finding appropriate applications for data and analysis results.
Creating new, experimental frameworks to collect data, analyze and deploy data science engineering solutions.
Familiar with big data technologies, having advanced ability to perform exploratory data analysis, to include working with machine learning and AI.
Applying analytical skills to evaluate and document accurate business requirements and present these requirements in a manner that is concise, measurable and flexible enough to meet project and stakeholder needs.
Supporting the implementation of solutions from conception till initiation by providing information, managing stakeholders and engaging in all the key business analysis tasks that need to be completed to implement the solution.
Formal Education
:
(minimum requirement to perform job duties)
Education to the degree level, or equivalent qualifications, Masters degree a plus.
Working Conditions
:
Normally works a regular schedule of hours, however hours may vary depending upon assignment.
Hours may include evenings and/or weekends.
Domestic and International travel will be required, frequency to be determined through discussion with direct manager.
FLSA (US Only)
:
Exempt
The above information on this description has been designed to indicate the general nature and level of work performed by employees within this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. The job holder may be required to perform other duties as deemed appropriate by their manager from time to time.
All Invesco employees are subject to Invesco’s COVID-19 VACCINATION POLICY FOR EMPLOYEES, which provides that employees must be fully vaccinated against COVID-19. An exemption may be granted based on a medical contraindication or sincerely held religious belief. Fully vaccinated means that an individual has received all recommended doses of a COVID-19 vaccine that has received Emergency Use Authorization or full approval from the U.S. Food and Drug Administration (FDA) and that it has been at least two weeks since the final recommended dose.
Invesco's culture of inclusivity and its commitment to diversity in the workplace are demonstrated through our people practices. We are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, religion, sex, gender, gender identity, sexual orientation, marital status, national origin, citizenship status, disability, age, or veteran status. Our equal opportunity employment efforts comply with all applicable U.S. state and federal laws governing non-discrimination in employment."
279,Data Science Engineer (Entry Level),Kernel,,"Culver City, CA 90232",4.0,"Kernel is bringing neuro measurement mainstream. We have built the next generation non-invasive brain interface. From the photon through machine learning, we are a close-knit, full-stack team that thrives on pushing the limits. Join us on this epic journey as we strive to usher in a new era of understanding ourselves, each other and the future of our shared existence.
We are looking for an entry-level Data Science Engineer to support the processing, analysis, visualization, interpretation, and application of the signals captured by our new neuroimaging technologies. This position will focus on data analysis and visualization. The ideal candidate has a demonstrated proficiency for writing clean, modular code and a passion for developing their data analysis and engineering skills. You will work under the direction of senior team members in a nurturing and enriching work environment, but you will still need agility and self-direction to adapt to the evolving and complex challenges that we are tackling.
ESSENTIAL FUNCTIONS:
Help translate research into production by validating signal processing and analysis techniques designed by senior team members or pulled from the relevant literature
Work with our team of neuroscientists and analysts to add new analyses and interactive visualizations to our cloud analysis platform
Improve the tracking and improvement of key performance metrics in our internal metrics dashboard
Communicate progress, challenges, and results effectively to an interdisciplinary team of neuroscientists, physicists, data scientists, and software engineers
BASIC QUALIFICATIONS:
A portfolio that demonstrate your ability to write clean, efficient, and well-documented code in Python. This can be from a degree program (e.g. capstone project, master's thesis), preliminary industry experience (e.g. internships), bootcamps, or independent projects
Experience with numerical Python (numpy, scipy) and plotting (matplotlib, plotly) libraries
Experience with collaborative software development including version control and code reviews
Ability to both take direction as well as work independently to deliver on time-critical projects
PREFERRED SKILLS:
Experience analyzing (neuro-)physiological time series data
Experience with state of the art tools for big data analysis and data pipelines
Any neuroscience knowledge is a plus!"
280,Data Analyst / Data Scientist,Duetto Research,,Remote in Texas,,"We are an ambitious, well-funded, high-growth global technology company transforming the hotel industry. At Duetto, we are passionate about creating innovative solutions to help hoteliers thrive. Although we work hard and operate at ""Duetto speed"", we pay attention to customer centricity, simplicity, collaboration, scalability, innovation and most of all, fun.
We are seeking a unicorn to join our industry leading technology team co-founded by the former CTO of salesforce.com. Our technology toolbox includes AWS, Athena, python, time series analysis and decomposition, clustering and data visualization.
As a Data Analyst in the Analytics team, you will report into the Head of Analytics. You are the domain expert and bring to the table your industry experience, analytical skills, and deep knowledge of the relevant data. Your daily duties would include data transformations, data analysis, anomaly detection, and developing repeatable methods to ensure data integrity and presentation of insights via data visualizations. You will collaborate closely with engineers, data scientists and product managers to build the next generation data models, algorithms and insights that help customers (hotels, resorts, casinos, etc.) to maximize their revenue.
Desired Skills & Expertise
Expert in core revenue management concepts such as demand forecasting, yield management, pricing, channel optimization, etc, ideally from the hospitality or airline industry.
Experience in utilizing a wide array of datasets to construct models for demand room, revenue forecasting and optimization, possibly including working with constrained inventory models such as hotel rooms, airline seats, or ad tech.
Experience using SQL and statistical computer languages such as R or Python to manipulate data and draw insights from large and complex datasets.
Experience with data warehouses such as Athena, BigQuery or Snowflake, ability to create, manage and refine large numbers of data entities as tables and views.
Experience in using data visualization tools such as Tableau or Looker for large datasets.
Knowledge of statistical techniques and concepts such as time-series data analysis, decomposition and forecasting algorithms.
Nice to have knowledge of machine learning techniques or experience with machine learning pipelines.
An obsession in solving customer problems in revenue management using big data and technology.
About Duetto:
We are a team of passionate hospitality and technology professionals delivering a modern platform to hoteliers in over 60 countries. Our solutions address the biggest problems faced by the hospitality industry by simplifying distribution complexity and optimizing profitability with unique and powerful applications that increase conversion, guest loyalty, operational efficiency and revenue. Our goal is to become the most trusted, effective and widely used hotel technology company in the world. Founded in 2012, Duetto is headquartered in San Francisco with offices in Las Vegas, London, Singapore and Buenos Aires. Duetto is backed by leading investors: Warburg Pincus, Accel Partners, Icon Ventures, and Battery Ventures. If you want to be a part of a fast-growing company, working with amazing people tackling big challenges in a massive industry, then Duetto is looking for you."
281,Data Scientist (All Levels),Bigbear.ai,,"Columbia, MD 21046+3 locations",4.8,"Overview:
BigBear.ai
is seeking Data Scientists of all levels for analytics, modeling, visualization and machine learning projects. This position will support our Cyber and Engineering Division.
What you will do:
Work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. Explore data from various sources, discover patterns and previously hidden insights to address business problems, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help senior leadership make informed decisions. Provide your customer with a deep understanding of their data, what it all means, and how they can use it.
What you need to have:
Clearance: Must possess and maintain a TS with Polygraph
Bachelor's degree in Computer Science or related field
3+ years of experience with using data science tools in a professional work environment
Experience with Exploratory Data Analysis and Anomaly Detection on unfamiliar data sets
Experience with using Python to perform data analysis, mining, and data visualization
Ability to collaborate with end users to develop advanced analytic use cases and estimate technical levels of effort
Possession of excellent analytical, data mining, and problem-solving skills
Ability to work both independently and as a team member
What we'd like you to have:
Experience in or knowledge of one or more of the following areas:
Cyber and Network domain, including Host and Network data, such as NetFlow
Transition of a research capability to an operational product
SIGINT, CNO, or cybersecurity operations
Developing and deploying analytics in a CLI, Web Page, or Web Service Prototype
Java development of analytics and web services, including Java build tools, such as Maven, especially in a classified environment
Distributed Batch and Streaming Analytics
Strategic planning for increasing the scope and sustainability of Machine Learning
Time Series Analysis Graph
Possession of excellent verbal and written communication skills
Master's degree in Computer Science or a related quantitative analysis field
About BigBear.ai:
A leader in decision dominance for more than 20 years, BigBear.ai operationalizes artificial intelligence and machine learning at scale through its end-to-end data analytics platform. The Company uses its proprietary AI/ML technology to support its customers’ decision-making processes and deliver practical solutions that work in complex, realistic and imperfect data environments. BigBear.ai’s composable AI-powered platform solutions work together as often as they stand alone: Observe (data ingestion and conflation), Orient (composable machine learning at scale), and Dominate (visual anticipatory intelligence and optimization).
BigBear.ai’s customers, which include the U.S. Intelligence Community, Department of Defense, the U.S. Federal Government, as well as customers in the commercial sector, rely on BigBear.ai’s high value software products and technology to analyze information, identify and manage risk, and support mission critical decision making. Headquartered in Columbia, Maryland, BigBear.ai has additional locations in Virginia, Massachusetts, Michigan, and California.
BigBear.ai will request COVID-19 vaccination status information as part of the onboarding process."
282,Data Scientist,"7-Eleven, Inc.",,"Irving, TX 75063 (Valley Ranch area)+1 location",3.5,"Overview:
Who we are
Imagine working in a place where
continuous improvement
and
innovation
is celebrated and rewarded; where fast-paced, high-impact teams come together to positively drive results for one of the largest & most iconic brands in the world.
As the only rapidly growing retailer, you may know us as your friendly neighborhood store. You probably know our familiar name, have seen our pervasive logo, and have tried our highly sought-after products, such as Slurpee® and Big Bite®. “Brain Freeze” is a 7-Eleven registered trademark for our 53-year old Slurpee® and with over 77,000 stores globally (more than any other retailer or food service provider), we sell over 14 million a month.
But there’s a lot more to our story and much more left to be written. We are transforming our business, ensuring we are customer obsessed and digitally enabled to seamlessly link our brick and mortar stores with digital products and services.
At 7-Eleven the
entrepreneurial spirit
is in our DNA and has been ever since our inception 90+ years ago. It’s what drove us to invent the convenience industry in 1927 by envisioning how a simple ice dock could provide household staples such as milk and eggs to
better serve the needs of our customers
.
Today we are
redefining convenience and the customer experience
in big ways...we are fundamentally changing our culture and we want talented, innovative, customer obsessed, and entrepreneurial people like you to
come make history with us
.
How we lead
At 7-Eleven we are guided by our
Leadership Principles
.
Be Customer Obsessed
Be Courageous with Your Point of View
Challenge the Status Quo
Act Like an Entrepreneur
Have an “It Can Be Done” Attitude
Do the Right Thing
Be Accountable
Each principle has a defined set of behaviors which help guide the 7-Eleven team to Serve Customers and Support Stores.
About This Opportunity
Responsibilities:
7-Eleven, needs highly enthusiastic Python/Databricks engineers to create, tune, maintain and build reporting for the Big Data platforms that drive their retail business. This role is key to 7-Eleven’s continued market dominance, and requires people that are passionate about data and seeking perfection in their development.
7-Eleven deploys the new data integrations with the Azure Cloud tool set, and you need to be well versed in the following:
Full Azure Cloud toolset (PowerBI/Data Lake/ Azure Databricks / Azure SQL Data Warehouse)
Broad Cloud Platform knowledge (AWS, Azure, GCP)
Python/SQL
Spark (Python/SQL)
Understanding and experience with relational and NoSQL database principles
CI/CD and DevOps
Data Application design with cloud micro-services and CI/CD (Docker, etc) principles
Your work may be:
Performing systems integration design and development, cloud architecture design (Azure)
Building sizing and cost models for Cloud Services (Azure)
Review enhancement requests and recommend best solution to stakeholders as SME.
Implementing system enhancements
Plan and direct DevOps implementation and system hardware/software updates for maximum performance and stability.
You may also work on the BI dashboards to support retail stores and the Azure AI platform that runs the personalized consumer experiences used by millions each day.
This is a hands-on position: 90% of your time will be application design or coding, the rest code is code testing, review and deployment.
Qualifications:
Basic requirements:
Overall 4+ years' experience in IT industry
2+ years’ experience or demonstrated mastery of Python development
2+ years’ experience or demonstrated mastery with Apache Spark and Databricks cloud tool sets (AWS or Azure)
1+ years’ experience or demonstrated mastery with GCP/Azure Cloud Big Data tools (PowerBI/Data Lake/ Azure Databricks / Azure SQL Data Warehouse)
Expert knowledge of Big Data technologies in general
Proficiency in API security frameworks, token management and UAC including OAuth, JWT etc.
Bachelors degree in computer science or engineering
#LI-NS1
#INDSJ711IT
#DICE
#DCE-NSI"
283,"Senior Data Scientist, Recommendation",TikTok,,"Mountain View, CA 94041 (Old Mountain View area)+8 locations",3.5,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.
Recommendation algorithm team plays a central role in the company, driving critical product decisions and platform growth. The team is made up of machine learning researchers and engineers, who support and innovate on production recommendation models and drive product impact. The team is dynamic, fast-pacing, collaborative, and impact-driven.
Responsibilities - What You'II Do
Drive insightful understanding of TikTok user and creator ecosystem.
Design and analyze experiments to verify product hypothesis and direction.
Audit quality of launch experiment results and guarantee correct measurement of product or technical changes' impact.
Keep track of core metrics and attribute metrics changes to root causes.
Use data and experiments to verify hypotheses around bottlenecks in product growth, and consult on the direction for improvement.
Work with engineers and product stakeholders to deliver product insights and strategy.
Master degree in statistics, econometrics, quantitative sociology or a related scientific major, with 3+ years of related work experience;
Expertise in SQL and programming in Python or R;
Knowledge in basic machine learning and deep learning;
Strong analytical and causal reasoning mindset, and rigidity on statistical correctness;
Strong communication and teamwork skills.
Passion about social products and curiosity to deep dive.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at usrc@tiktok.com."
284,Data Science & Analytics Engineer I,Medtronic,,"Northridge, CA 91325+7 locations",3.9,"Careers That Change Lives
We are looking for an enthusiastic person with strong analytical skills to join our team. The position involves research and development of medical devices related to continuous glucose monitors. The individual will work with members of research staff to improve the performance of continuous glucose sensors through the application of advanced signal processing techniques, statistically-driven analytics, data processing, machine learning, mathematical modeling and experimentation. The role will involve all aspects of the research process, including data gathering, data processing and clean up, analysis, theory development and validation. Additionally, the candidate will be involved in the documentation of such systems for regulatory submissions both domestically and internationally. The ideal candidate would have direct experience in data analytics for biomedical devices.
Engineers create our market-leading portfolio of innovations. Combine the best of your experience with training and mentorship to move forward. If you want a challenging, energizing, rewarding career that changes lives, join us. Help us bring the next generation of life-changing medical technology to patients worldwide.
A Day in the Life
Contribute to glucose sensing technology innovation and research, technology transfer from research to development, algorithm development, simulation, and modeling
Support data processing and ensuring data quality used in downstream analytics and algorithm development efforts
Apply principles of signal processing, machine learning, analytics, and modeling to construct algorithms in MATLAB or other software package to test concepts
Analyze and quantify large amounts of data to generate verifiable conclusions
Identify problem areas and work with the team to gather the experimental data
Support complex projects to meet technology performance and schedule objectives
Support department functional groups in defining product features and requirements
Comply with external and internal regulatory requirements
Write detailed technical and scientific reports and manuscripts
Apply data analysis results to aid product development decisions and clinical study design
Must Have: Minimum Requirements
To be considered for this role, please ensure the minimum requirements are evident on your resume.
Bachelors in Electrical Engineering, Computer Science, Biomedical Engineering (signal processing/analytics focus), Mathematics, Physics or related discipline
Nice to Have
Working knowledge of advanced analytics methods, modeling, advanced signal processing, and/or machine learning methodologies
Demonstrated experience with, data processing, statistical analysis and/or signal processing
Proficient in MATLAB programming language, Python programming language and/or other signal processing environments
Excellent verbal and written communication skills with the ability to articulate complex ideas effectively
Demonstrated ability in managing/supporting multiple projects in a deadline driven environment
Experienced with producing and presenting engineering/technical presentations
Demonstrated ability in producing written documentation such as specifications, engineering reports, test plans, test procedures, validation plans, and validation reports
Excellent organization and multi-tasking abilities
Knowledge of and experience with machine learning
Industry or academic experience working with biological signals; preferably in medical devices
Demonstrated understanding of statistical techniques and methods
Experience with Big Data and Cloud environments
About Medtronic
Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology, therapies and services can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.
We want to accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future.
Physical Job Requirements
The physical demands described within the Responsibilities section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. For Office Roles: While performing the duties of this job, the employee is regularly required to be independently mobile. The employee is also required to interact with a computer, and communicate with peers and co-workers. Contact your manager or local HR to understand the Work Conditions and Physical requirements that may be specific to each role. (ADA-United States of America)"
